Date,Open,High,Low,Price,Volume,Change %
3/13/2024,71461.9,73623.5,71338.4,73066.3,77.18K,2.23%
3/12/2024,72099.1,72916.7,68845.6,71470.2,105.09K,-0.87%
3/11/2024,68964.7,72771.5,67452.8,72099.1,114.72K,4.54%
3/10/2024,68360.7,69905.3,68165,68964.8,53.49K,0.88%
3/9/2024,68178.5,68576.9,67923.9,68366.5,30.71K,0.29%
3/8/2024,66854.4,69904,66170.7,68172,112.67K,1.97%
3/7/2024,66074.6,67985.5,65602.6,66855.3,77.47K,1.17%
3/6/2024,63794.7,67604.9,62848.7,66080.4,117.91K,3.59%
3/5/2024,68273.1,69063.1,60138.2,63792.6,207.60K,-6.56%
3/4/2024,63135.8,68495.1,62746.8,68270.1,130.86K,8.13%
3/3/2024,61955.6,63227.3,61399.4,63135.8,38.01K,1.84%
3/2/2024,62397.7,62446.3,61621.9,61994.5,33.80K,-0.65%
3/1/2024,61157.3,63147.3,60790.9,62397.7,74.96K,2.01%
2/29/2024,62467.1,63653.4,60512.5,61169.3,119.29K,-2.08%
2/28/2024,57048.7,63915.3,56704.9,62467.6,173.64K,9.48%
2/27/2024,54491.1,57555.2,54464,57056.2,100.48K,4.70%
2/26/2024,51722.7,54899.1,50925.2,54495.1,78.05K,5.36%
2/25/2024,51572.1,51952,51299,51722.7,23.61K,0.29%
2/24/2024,50739.6,51689.9,50592,51571.6,20.99K,1.64%
2/23/2024,51320.6,51532.5,50537.6,50740.5,43.27K,-1.13%
2/22/2024,51850.2,52015.8,50947.3,51320.4,50.27K,-1.04%
2/21/2024,52263.5,52367.3,50676.9,51858.2,59.02K,-0.78%
2/20/2024,51783.1,52936.8,50801.8,52263.5,68.10K,0.93%
2/19/2024,52119.6,52484.8,51694.2,51783.6,36.73K,-0.64%
2/18/2024,51646,52350.3,51199.6,52117.5,26.89K,0.91%
2/17/2024,52134.2,52175.5,50652.3,51646,32.45K,-0.94%
2/16/2024,51901.4,52556.7,51612.6,52134.2,52.86K,0.45%
2/15/2024,51805.2,52819.4,51327.5,51901.3,74.72K,0.23%
2/14/2024,49708.6,52010.7,49263.8,51782.4,80.35K,4.16%
2/13/2024,49941,50326.6,48398.3,49716,78.51K,-0.45%
2/12/2024,48280.2,50277.3,47729.9,49941.3,81.85K,3.45%
2/11/2024,47759.3,48531.6,47590.2,48277.3,36.50K,1.09%
2/10/2024,47128,48149,46875,47758.2,31.20K,1.34%
2/9/2024,45293.3,48118.8,45254.2,47127.5,98.11K,4.05%
2/8/2024,44346.2,45579.2,44336.4,45293.3,66.38K,2.15%
2/7/2024,43088.4,44367.9,42783.5,44339.8,48.57K,2.91%
2/6/2024,42697.6,43375.5,42566.8,43087.7,33.32K,0.91%
2/5/2024,42581.4,43532.2,42272.5,42697.2,39.26K,0.27%
2/4/2024,43006.2,43113.2,42379.4,42581.4,20.33K,-0.99%
2/3/2024,43194.7,43370.4,42882,43005.7,14.57K,-0.44%
2/2/2024,43083.7,43459.3,42596.3,43194.7,42.65K,0.26%
2/1/2024,42580.1,43263.1,41890.5,43081.4,47.69K,1.18%
1/31/2024,42946.2,43739.7,42315.4,42580.5,56.48K,-0.85%
1/30/2024,43303.3,43817.9,42702.9,42946.2,55.13K,-0.82%
1/29/2024,42031.4,43305.6,41824.7,43299.8,45.23K,3.02%
1/28/2024,42121.3,42817.1,41649,42030.7,32.53K,-0.21%
1/27/2024,41811.5,42191.8,41413,42120.9,20.46K,0.74%
1/26/2024,39942,42214.8,39831.2,41811.3,69.47K,4.70%
1/25/2024,40085.1,40285.8,39546.3,39935.7,46.30K,-0.37%
1/24/2024,39891.3,40535.2,39510,40086,58.64K,0.49%
1/23/2024,39555,40159.4,38546.9,39888.8,82.67K,0.84%
1/22/2024,41581.7,41684.9,39468.4,39556.4,85.10K,-4.87%
1/21/2024,41695.4,41878,41504.5,41583.2,16.11K,-0.27%
1/20/2024,41647.6,41858,41449.5,41695.4,22.27K,0.11%
1/19/2024,41293.8,42164.6,40305.4,41648,72.64K,0.86%
1/18/2024,42763.5,42908,40682.6,41292.7,70.35K,-3.45%
1/17/2024,43139.1,43192.3,42211.8,42768.7,50.44K,-0.87%
1/16/2024,42515.2,43563.7,42093.1,43145.5,63.93K,1.49%
1/15/2024,41747.6,43348.9,41719.2,42510.7,52.08K,1.83%
1/14/2024,42851.3,43069.4,41739.6,41746.1,37.14K,-2.58%
1/13/2024,42836.7,43248.6,42443.3,42851.3,48.18K,0.04%
1/12/2024,46348.1,46503.2,41857.9,42835.9,136.92K,-7.58%
1/11/2024,46629.3,48923.7,45651.8,46348.2,131.04K,-0.60%
1/10/2024,46112,47654.3,44403.6,46629.3,131.48K,1.08%
1/9/2024,46959.2,47880.1,45333.9,46129,100.09K,-1.77%
1/8/2024,43934.2,47196.7,43251,46962.2,103.09K,6.91%
1/7/2024,43973.5,44481.2,43627.9,43927.3,29.53K,-0.09%
1/6/2024,44156.6,44203.2,43424,43967.9,24.26K,-0.43%
1/5/2024,44163,44312.1,42629,44156.9,68.07K,0.00%
1/4/2024,42836.1,44744.5,42632.8,44157,68.05K,3.08%
1/3/2024,44943.7,45492.7,40888.3,42836.1,117.65K,-4.69%
1/2/2024,44182.9,45885.4,44166,44943.7,97.84K,1.72%
1/1/2024,42272.5,44187,42196.7,44183.4,36.30K,4.52%
12/31/2023,42141.6,42878.8,41971.4,42272.5,35.58K,0.32%
12/30/2023,42074.7,42592.2,41527.3,42136.7,35.18K,0.15%
12/29/2023,42581.1,43108,41459,42072.4,60.98K,-1.19%
12/28/2023,43446.5,43782.6,42309.3,42581.1,49.84K,-1.99%
12/27/2023,42514.3,43676.7,42115.3,43446.5,50.10K,2.20%
12/26/2023,43579.9,43594.9,41796.6,42513.3,56.03K,-2.44%
12/25/2023,42982,43792.7,42745.3,43578.5,32.67K,1.39%
12/24/2023,43710.4,43935.7,42748.5,42981.5,30.86K,-1.67%
12/23/2023,43968.9,43994.6,43325.7,43710.4,21.29K,-0.59%
12/22/2023,43865.9,44394.6,43419.3,43968.9,44.50K,0.23%
12/21/2023,43660.3,44241.8,43310.2,43865.9,48.96K,0.47%
12/20/2023,42259.5,44278.7,42217.2,43662.8,70.19K,3.32%
12/19/2023,42659.7,43473.3,41842.7,42259.3,55.29K,-0.94%
12/18/2023,41369.1,42728,40554,42659.7,61.58K,3.12%
12/17/2023,42271.7,42413.2,41276.9,41368.7,35.46K,-2.14%
12/16/2023,41929,42690.3,41698.2,42271.7,30.11K,0.82%
12/15/2023,43025.2,43080.7,41697.9,41929,45.28K,-2.55%
12/14/2023,42886.3,43392.7,41591.2,43025.9,59.15K,0.33%
12/13/2023,41487,43417.5,40649.3,42884.5,63.11K,3.37%
12/12/2023,41256.1,42070.9,40691.5,41487,57.04K,0.56%
12/11/2023,43791,43806.3,40277.1,41256.1,105.19K,-5.79%
12/10/2023,43716.6,44045.4,43576.8,43791,23.81K,0.17%
12/9/2023,44175.5,44361.2,43617.4,43718.4,31.67K,-1.03%
12/8/2023,43288.3,44697.6,43108.4,44175.5,58.44K,2.05%
12/7/2023,43774.4,44046.4,42860.5,43289.7,63.09K,-1.11%
12/6/2023,44076.2,44283.7,43466.7,43776.3,72.52K,-0.68%
12/5/2023,41989.6,44424.1,41424.9,44076.2,96.84K,4.97%
12/4/2023,39968.6,42394.4,39968.6,41987.8,104.21K,5.05%
12/3/2023,39456.8,40178.9,39280.3,39970.2,35.27K,1.30%
12/2/2023,38688.2,39673.4,38646.5,39458.4,37.09K,1.99%
12/1/2023,37712.9,38950.8,37618.3,38688.2,62.50K,2.59%
11/30/2023,37857.6,38144.4,37509.2,37712.9,33.53K,-0.38%
11/29/2023,37823.3,38362.9,37607.6,37855.5,49.34K,0.09%
11/28/2023,37244.3,38379.4,36881.1,37823.3,57.50K,1.54%
11/27/2023,37451.8,37563.3,36751.5,37248.6,45.24K,-0.54%
11/26/2023,37786.4,37819.1,37166.3,37451.8,29.20K,-0.89%
11/25/2023,37718.6,37887.4,37599.9,37787,16.09K,0.18%
11/24/2023,37295,38400.8,37257.4,37717.3,65.83K,1.14%
11/23/2023,37410.8,37642.5,36915.3,37293.1,32.35K,-0.31%
11/22/2023,35797.5,37862.5,35695.6,37410.8,64.81K,4.46%
11/21/2023,37452.7,37631.2,35799.2,35813.6,71.07K,-4.38%
11/20/2023,37356.6,37735.6,36857.6,37454.1,51.80K,0.27%
11/19/2023,36568.6,37504.6,36393.3,37354.2,26.14K,2.15%
11/18/2023,36617.5,36845.2,36220.6,36568.6,20.88K,-0.07%
11/17/2023,36161.8,36690.6,35875.2,36595.4,51.37K,1.20%
11/16/2023,37873.9,37907.6,35561.6,36161.2,66.92K,-4.52%
11/15/2023,35549.3,37954.1,35379.6,37874.9,75.51K,6.54%
11/14/2023,36478.3,36744.5,34984.3,35549.3,63.56K,-2.55%
11/13/2023,37067.8,37404.6,36358.4,36478.3,44.55K,-1.58%
11/12/2023,37149,37215.3,36761.9,37064.4,21.45K,-0.23%
11/11/2023,37306.3,37401.3,36767.6,37150.5,29.53K,-0.41%
11/10/2023,36700.5,37496.1,36347.2,37303,59.56K,1.64%
11/9/2023,35636.9,37942,35578.1,36700.5,115.56K,2.98%
11/8/2023,35426.2,36050.2,35148.8,35636.9,46.33K,0.60%
11/7/2023,35042.1,35877.9,34536.9,35426.1,53.49K,1.10%
11/6/2023,35020.3,35275.6,34742.9,35042,29.81K,0.06%
11/5/2023,35065.8,35360.2,34550,35019.4,31.02K,-0.13%
11/4/2023,34718.6,35242.2,34601.1,35065.8,23.80K,1.00%
11/3/2023,34931.4,34940.6,34124.2,34718.7,54.54K,-0.61%
11/2/2023,35423.8,35907.6,34357.4,34931.4,63.66K,-1.39%
11/1/2023,34648.3,35557.5,34138.7,35423.8,71.66K,2.23%
10/31/2023,34478.9,34704.6,34053.9,34650.6,43.40K,0.50%
10/30/2023,34526.7,34853.3,34089.5,34477.9,45.20K,-0.14%
10/29/2023,34082.6,34737.9,33937.6,34526.7,27.72K,1.30%
10/28/2023,33901.6,34387.8,33867.3,34082.6,22.00K,0.53%
10/27/2023,34153.7,34245.8,33423.6,33901.8,47.33K,-0.74%
10/26/2023,34497.6,34826,33749.9,34153.7,56.62K,-0.99%
10/25/2023,33917,35123.9,33713.4,34496.8,75.81K,1.71%
10/24/2023,33037.3,35191.4,32866.5,33917,159.08K,2.65%
10/23/2023,29984.2,34375.6,29891.4,33041.8,133.46K,10.20%
10/22/2023,29912.7,30193.4,29713.6,29984.2,29.07K,0.24%
10/21/2023,29674.7,30264.8,29469.1,29912.9,34.68K,0.80%
10/20/2023,28724,30165.9,28586.1,29674.5,82.68K,3.31%
10/19/2023,28321.8,28883.8,28170.2,28723,50.10K,1.42%
10/18/2023,28405.2,28876,28169,28321.7,45.01K,-0.29%
10/17/2023,28508.3,28608.5,28096.9,28403.6,53.42K,-0.37%
10/16/2023,27161.2,29969.5,27119.7,28509.7,119.18K,4.96%
10/15/2023,26852.8,27286.9,26812.6,27161.2,21.95K,1.15%
10/14/2023,26863.5,26975.7,26805.1,26852.8,13.56K,-0.04%
10/13/2023,26761.1,27114.8,26682.9,26863.5,33.66K,0.38%
10/12/2023,26878.2,26942.8,26565.3,26761.1,32.75K,-0.43%
10/11/2023,27391.9,27475.9,26558.4,26876.6,55.78K,-1.88%
10/10/2023,27581.5,27728.1,27300.1,27391,34.32K,-0.69%
10/9/2023,27922.7,27986.4,27279.5,27581.4,44.81K,-1.22%
10/8/2023,27961.1,28097.5,27714.4,27922.7,24.11K,-0.14%
10/7/2023,27935.5,28021.3,27859,27961.1,17.29K,0.09%
10/6/2023,27410.3,28223.6,27195.7,27936.9,52.51K,1.92%
10/5/2023,27783.5,28089.1,27371.7,27410.3,46.26K,-1.37%
10/4/2023,27428.7,27832.7,27242.5,27790.9,40.93K,1.32%
10/3/2023,27501.6,27670.8,27194.1,27428.4,44.06K,-0.28%
10/2/2023,27974.6,28556.6,27325.2,27505.3,84.30K,-1.68%
10/1/2023,26962.5,28038.4,26955.7,27974.5,35.11K,3.75%
9/30/2023,26908.1,27085.7,26887.5,26962.7,17.55K,0.20%
9/29/2023,27022.6,27229.5,26728.8,26909.8,42.24K,-0.42%
9/28/2023,26368.2,27283.6,26339.4,27022.6,64.56K,2.49%
9/27/2023,26218.9,26836.9,26109.1,26366.1,50.80K,0.56%
9/26/2023,26303.1,26396.2,26093.4,26218.9,26.41K,-0.32%
9/25/2023,26251.6,26423.6,26013.6,26302.7,38.20K,0.20%
9/24/2023,26579,26727.6,26162.2,26251.5,22.32K,-1.23%
9/23/2023,26581.7,26636.2,26517.5,26579.2,12.92K,-0.01%
9/22/2023,26569.5,26736.4,26488.5,26581.9,28.79K,0.04%
9/21/2023,27125.2,27155.6,26382.3,26570,47.81K,-2.05%
9/20/2023,27209.2,27378.6,26851.8,27125,47.23K,-0.31%
9/19/2023,26759,27480.7,26672.2,27209.2,52.17K,1.67%
9/18/2023,26530.3,27413.3,26405.2,26763.5,63.35K,0.88%
9/17/2023,26562,26614.4,26408.7,26529.1,16.57K,-0.12%
9/16/2023,26599.9,26769,26463.5,26562,18.45K,-0.15%
9/15/2023,26523.3,26837.4,26233.1,26601,36.47K,0.29%
9/14/2023,26223,26760.3,26148.6,26524.7,53.82K,1.15%
9/13/2023,25836.1,26382.3,25766.9,26223,42.58K,1.50%
9/12/2023,25166.4,26472.6,25133.5,25834.5,78.71K,2.65%
9/11/2023,25840.2,25897.4,24923.1,25166.4,56.32K,-2.61%
9/10/2023,25901.1,25995.1,25626.7,25840.2,23.60K,-0.24%
9/9/2023,25909.5,25938.5,25814.3,25901.1,13.48K,-0.03%
9/8/2023,26248.5,26415.4,25701.6,25909.5,41.01K,-1.30%
9/7/2023,25758,26417.7,25626.5,26249.8,39.77K,1.91%
9/6/2023,25790.1,26018.4,25411.7,25758,37.78K,-0.13%
9/5/2023,25824.4,25864,25596.3,25790.2,28.40K,-0.13%
9/4/2023,25971,26094.2,25660.9,25823.3,27.13K,-0.57%
9/3/2023,25869.7,26090.4,25816.6,25971,21.36K,0.39%
9/2/2023,25803.5,25977.4,25752.7,25869.7,21.24K,0.26%
9/1/2023,25938.3,26144.9,25361.9,25803.2,58.08K,-0.52%
8/31/2023,27300.6,27464.5,25731,25937.3,69.11K,-4.99%
8/30/2023,27723.9,27757.3,27043.2,27298.8,46.54K,-1.53%
8/29/2023,26118.1,28046,25919.8,27723.9,98.32K,6.14%
8/28/2023,26100.6,26215.7,25891,26118.9,28.84K,0.07%
8/27/2023,26017.1,26176.8,25968.7,26100.6,14.29K,0.32%
8/26/2023,26057.2,26114.1,25993.5,26017.1,12.09K,-0.15%
8/25/2023,26176.1,26265.7,25811.6,26057.2,39.96K,-0.46%
8/24/2023,26436.2,26560.5,25943.6,26177,41.04K,-0.98%
8/23/2023,26042,26807.7,25812.6,26436.2,60.96K,1.52%
8/22/2023,26126.8,26138.8,25481.9,26039.9,47.72K,-0.33%
8/21/2023,26190.8,26220.9,25850.8,26126,41.10K,-0.25%
8/20/2023,26099.5,26269.1,25998.5,26190.8,24.00K,0.35%
8/19/2023,26053.3,26262.2,25799.5,26099.4,33.04K,0.18%
8/18/2023,26635.7,26801.9,25691,26053.2,93.05K,-2.19%
8/17/2023,28726.1,28771.8,25489.4,26635.7,132.92K,-7.28%
8/16/2023,29195.3,29251.1,28717.6,28726.3,43.71K,-1.61%
8/15/2023,29426.7,29472,29118.6,29195.3,33.81K,-0.79%
8/14/2023,29300.1,29689,29116,29426.7,39.30K,0.43%
8/13/2023,29428.2,29468.5,29272.3,29300.1,13.49K,-0.44%
8/12/2023,29420.8,29480.8,29375.4,29428.2,11.07K,0.02%
8/11/2023,29448.9,29544.9,29271.2,29420.8,27.71K,-0.10%
8/10/2023,29578,29719.4,29377.5,29449,32.00K,-0.44%
8/9/2023,29771.3,30104,29384.2,29578,49.67K,-0.67%
8/8/2023,29204.2,30168.6,29137.7,29777.4,62.57K,1.96%
8/7/2023,29081.3,29270.2,28721,29204.2,41.19K,0.42%
8/6/2023,29067.9,29198.9,28987.4,29081.3,16.03K,0.05%
8/5/2023,29105.6,29139.3,28983,29068.1,14.55K,-0.13%
8/4/2023,29189.1,29319.1,28875.8,29105.5,31.43K,-0.29%
8/3/2023,29180.9,29409.8,28981,29189.3,36.08K,0.05%
8/2/2023,29711.8,30025.9,28961.6,29173.7,67.41K,-1.81%
8/1/2023,29232.3,29712.2,28611,29712.2,64.01K,1.64%
7/31/2023,29282,29502.3,29128.3,29232.4,31.84K,-0.17%
7/30/2023,29354.2,29446.6,29054.5,29281.7,20.58K,-0.24%
7/29/2023,29315,29400.1,29256.9,29353.5,13.90K,0.13%
7/28/2023,29222.7,29533,29125.1,29315,31.42K,0.32%
7/27/2023,29352.9,29568.8,29094,29222.7,30.42K,-0.44%
7/26/2023,29228.8,29681.8,29109.7,29352.2,44.33K,0.42%
7/25/2023,29178.3,29365.4,29058.7,29228.6,29.05K,0.17%
7/24/2023,30085.9,30098.2,28890.7,29178.1,55.73K,-3.02%
7/23/2023,29788.9,30337,29735.7,30085.9,23.32K,1.00%
7/22/2023,29904.5,29988,29657.3,29788.9,18.47K,-0.38%
7/21/2023,29801,30058.9,29739.9,29903.1,32.59K,0.34%
7/20/2023,29909.7,30408,29621.4,29801,50.33K,-0.36%
7/19/2023,29866.7,30185.5,29789.3,29909.7,34.96K,0.14%
7/18/2023,30139.7,30242.4,29624.6,29866.8,42.40K,-0.91%
7/17/2023,30235.5,30335.9,29693.3,30139.7,42.84K,-0.32%
7/16/2023,30291.8,30435,30075.4,30235.5,20.31K,-0.18%
7/15/2023,30316.8,30395.4,30246.9,30291.4,17.06K,-0.09%
7/14/2023,31465.4,31602.6,29944.3,30317.4,82.42K,-3.65%
7/13/2023,30387.3,31764.5,30260,31466.1,99.81K,3.55%
7/12/2023,30623.3,30951.3,30231.7,30387.3,54.06K,-0.77%
7/11/2023,30414.2,30782.2,30333.8,30623.3,39.84K,0.68%
7/10/2023,30166.9,31019.6,29969.1,30415.3,55.24K,0.82%
7/9/2023,30288.8,30425.5,30071.9,30166.9,20.05K,-0.40%
7/8/2023,30346.8,30379.9,30055.9,30288.8,17.41K,-0.19%
7/7/2023,29912.7,30442,29757.4,30346.4,46.42K,1.45%
7/6/2023,30512.8,31463.6,29869,29913.1,90.81K,-1.97%
7/5/2023,30768.6,30875.6,30233.3,30512.8,43.23K,-0.83%
7/4/2023,31152,31326.5,30657.8,30768.4,42.12K,-1.23%
7/3/2023,30617.5,31377,30581.5,31151.3,56.49K,1.74%
7/2/2023,30587.1,30769,30227.9,30617.7,28.82K,0.10%
7/1/2023,30472.9,30649.9,30329,30586.8,22.46K,0.37%
6/30/2023,30445.7,31275.5,29714.5,30472.9,118.65K,0.09%
6/29/2023,30077.3,30823.1,30051.3,30445.7,49.57K,1.22%
6/28/2023,30691.9,30703.4,29919.5,30078.6,51.06K,-1.99%
6/27/2023,30267,30993.7,30231.3,30689.1,55.82K,1.39%
6/26/2023,30466.3,30645.9,29986.3,30267,58.71K,-0.65%
6/25/2023,30533.6,31040.2,30315.8,30465.3,37.12K,-0.22%
6/24/2023,30680.7,30795.3,30269.4,30533.6,38.15K,-0.48%
6/23/2023,29890.2,31395.4,29822.6,30679.4,98.85K,2.64%
6/22/2023,29992.8,30497.8,29590.4,29890.5,79.22K,-0.35%
6/21/2023,28307.7,30769.5,28270.5,29996.9,143.49K,5.97%
6/20/2023,26845.9,28393,26665.5,28307.7,100.55K,5.44%
6/19/2023,26339.7,27029.7,26295.1,26845.9,46.45K,1.92%
6/18/2023,26515,26679.3,26290.6,26339.7,27.31K,-0.66%
6/17/2023,26341.3,26767.3,26183.5,26515,35.86K,0.66%
6/16/2023,25591.9,26472.8,25276,26341.3,69.24K,2.93%
6/15/2023,25129.5,25732.8,24838,25591.3,68.38K,1.84%
6/14/2023,25929,26051.7,24847.4,25129.5,60.82K,-3.08%
6/13/2023,25906.9,26428.9,25726.4,25929.4,56.24K,0.09%
6/12/2023,25927.9,26080.7,25635,25906.8,40.75K,-0.08%
6/11/2023,25843.3,26190.1,25660.8,25928.4,39.20K,0.33%
6/10/2023,26479.3,26525.1,25468.3,25844,83.57K,-2.40%
6/9/2023,26501.1,26773.9,26326.7,26479.3,38.96K,-0.08%
6/8/2023,26341.8,26784.4,26231.3,26501.1,39.95K,0.60%
6/7/2023,27230.2,27342,26141,26342.5,77.48K,-3.26%
6/6/2023,25745.6,27325.2,25425.6,27230.2,88.61K,5.76%
6/5/2023,27122.3,27125.5,25437.5,25747.4,85.42K,-5.07%
6/4/2023,27070.9,27410.2,26956.1,27122.3,23.81K,0.19%
6/3/2023,27246,27317.5,26931.4,27072,20.62K,-0.63%
6/2/2023,26819,27299.4,26541.3,27244.7,49.37K,1.59%
6/1/2023,27216.4,27340.9,26662.3,26819,51.98K,-1.46%
5/31/2023,27696.9,27825,26865.1,27216.1,63.08K,-1.74%
5/30/2023,27738.9,28033.6,27583.8,27698.2,45.19K,-0.15%
5/29/2023,28068.4,28431.2,27548.8,27739.4,54.56K,-1.18%
5/28/2023,26855.3,28181.9,26788.5,28071.2,55.23K,4.52%
5/27/2023,26711.2,26882.9,26591.2,26857.5,18.68K,0.55%
5/26/2023,26475.5,26911.6,26330,26711.5,45.88K,0.89%
5/25/2023,26327.1,26589.2,25892.5,26475.8,50.17K,0.56%
5/24/2023,27220.7,27220.7,26088.7,26328.4,72.65K,-3.28%
5/23/2023,26851.6,27448.1,26804.1,27220.7,50.89K,1.39%
5/22/2023,26749.9,27048.9,26546.1,26847.3,35.56K,0.36%
5/21/2023,27116.2,27257.1,26677.6,26749.9,27.42K,-1.35%
5/20/2023,26883,27147.2,26831.3,27116.2,17.72K,0.87%
5/19/2023,26828.2,27154.7,26711.3,26882.9,36.67K,0.20%
5/18/2023,27403.8,27467,26449.8,26828,63.39K,-2.10%
5/17/2023,27035.5,27465.3,26597.7,27403.1,58.14K,1.36%
5/16/2023,27183.9,27295.3,26881.9,27035.3,45.29K,-0.55%
5/15/2023,26920.4,27651.7,26752.1,27183.9,53.27K,0.98%
5/14/2023,26777.4,27176.1,26609.9,26920,26.35K,0.53%
5/13/2023,26798.7,27011.9,26695.6,26777.5,27.95K,-0.08%
5/12/2023,26983.1,27044,25853.1,26799.2,87.49K,-0.68%
5/11/2023,27604.3,27607.4,26766.2,26983.5,62.85K,-2.25%
5/10/2023,27634.3,28311.7,26885.7,27603.3,91.45K,-0.11%
5/9/2023,27670.5,27816,27366.3,27634.9,49.75K,-0.13%
5/8/2023,28424.8,28627.8,27280.3,27670.5,85.72K,-2.65%
5/7/2023,28857.1,29122,28419.6,28424.8,36.50K,-1.50%
5/6/2023,29512.8,29816.4,28414.9,28857.1,58.94K,-2.22%
5/5/2023,28842.2,29653.9,28825.3,29513.2,74.52K,2.33%
5/4/2023,29023.6,29352.7,28687.4,28842.1,53.80K,-0.63%
5/3/2023,28669.1,29244.7,28164.4,29023.6,81.22K,1.24%
5/2/2023,28079,28877.4,27913.2,28669.1,65.33K,2.11%
5/1/2023,29252.1,29329.6,27685.9,28077.6,84.36K,-4.02%
4/30/2023,29235.1,29941.3,29095,29252.1,47.62K,0.06%
4/29/2023,29318.4,29425.5,29058.5,29234.1,25.72K,-0.30%
4/28/2023,29475.9,29587.2,28927.8,29321.8,69.88K,-0.52%
4/27/2023,28424.5,29859.8,28392.4,29475.9,121.63K,3.70%
4/26/2023,28298.8,29995.7,27307.8,28424.6,164.31K,0.44%
4/25/2023,27510.1,28375.6,27201.1,28298.8,65.31K,2.87%
4/24/2023,27591.4,27978.8,27054.3,27509.3,66.74K,-0.30%
4/23/2023,27813.8,27815,27388.5,27591.4,41.77K,-0.80%
4/22/2023,27264.8,27872,27165.7,27813.9,44.30K,2.01%
4/21/2023,28240.5,28353.4,27171.1,27264.8,98.72K,-3.46%
4/20/2023,28813.7,29082.1,28032.4,28240.5,95.45K,-1.99%
4/19/2023,30382.2,30408.4,28641.1,28813.7,111.27K,-5.16%
4/18/2023,29434.1,30470.1,29149.2,30382.2,76.58K,3.22%
4/17/2023,30310.8,30312.2,29274,29434.9,71.90K,-2.89%
4/16/2023,30299.2,30545.3,30134.6,30310.3,34.48K,0.04%
4/15/2023,30472.6,30586.5,30208.8,30299.6,31.71K,-0.57%
4/14/2023,30387.4,30964.9,30026,30472.5,98.38K,0.28%
4/13/2023,29892.4,30524.1,29864.5,30387.4,65.87K,1.68%
4/12/2023,30209.8,30473,29679.5,29886.4,78.69K,-1.07%
4/11/2023,29641,30484.6,29597.8,30209.6,89.38K,1.92%
4/10/2023,28326.5,29755.4,28182.9,29641,85.73K,4.64%
4/9/2023,27941.2,28522.7,27809.2,28326.6,39.35K,1.38%
4/8/2023,27910.4,28153.1,27863.8,27941.2,23.73K,0.11%
4/7/2023,28037.6,28102.5,27779.4,27910.4,30.94K,-0.45%
4/6/2023,28173.5,28173.5,27734.5,28036.7,51.29K,-0.49%
4/5/2023,28164.4,28744.4,27823.5,28173.5,77.32K,0.03%
4/4/2023,27802.2,28429.1,27668.9,28164.4,64.06K,1.30%
4/3/2023,28194.7,28458.4,27256.9,27802.1,98.00K,-1.41%
4/2/2023,28456.1,28522.8,27871.7,28198.3,45.04K,-0.91%
4/1/2023,28473.7,28795.1,28285.6,28456.1,38.09K,-0.06%
3/31/2023,28029.3,28646.3,27587.5,28473.7,98.44K,1.58%
3/30/2023,28350.3,29160.4,27716.7,28029.5,122.51K,-1.13%
3/29/2023,27262.9,28627.4,27249.8,28350.4,109.32K,3.99%
3/28/2023,27127.8,27465,26665.6,27262.2,94.16K,0.49%
3/27/2023,27974.8,28023.3,26611.5,27129.8,107.24K,-3.02%
3/26/2023,27474.9,28153.7,27429.1,27973.5,60.64K,1.81%
3/25/2023,27462.2,27761.9,27176.7,27475.6,61.36K,0.05%
3/24/2023,28306.9,28374.5,27026.5,27462.2,110.36K,-3.00%
3/23/2023,27262.8,28734.1,27144.6,28310.7,158.46K,3.85%
3/22/2023,28114.2,28760.3,26668.7,27261.7,262.03K,-3.03%
3/21/2023,27719.8,28437.8,27350.6,28114,438.78K,1.42%
3/20/2023,27958.9,28457.8,27157,27720.5,503.90K,-0.85%
3/19/2023,26914.5,28347.3,26844.6,27958.7,393.27K,3.88%
3/18/2023,27391.9,27659.1,26688.7,26914.5,392.47K,-1.74%
3/17/2023,25004.4,27742.2,24900.1,27391.8,674.96K,9.55%
3/16/2023,24283.2,25139,24147.9,25004.1,462.58K,2.97%
3/15/2023,24699.6,25108.9,23932.4,24282.7,614.31K,-1.69%
3/14/2023,24121.5,26365.9,23994.6,24699.7,753.06K,2.43%
3/13/2023,21994.8,24406.2,21859.6,24114.4,733.63K,9.64%
3/12/2023,20465,22028.6,20294.2,21994.8,455.69K,7.46%
3/11/2023,20156.5,20669.5,19796.7,20467.5,453.46K,1.54%
3/10/2023,20362,20362.6,19591.8,20156.7,655.27K,-1.01%
3/9/2023,21710.8,21826.5,20079.6,20361.8,468.76K,-6.21%
3/8/2023,22197.8,22274.3,21661.3,21710.8,316.51K,-2.19%
3/7/2023,22410.1,22535.1,21968.6,22197.8,304.75K,-0.95%
3/6/2023,22428.2,22595.4,22320.1,22410,215.31K,-0.08%
3/5/2023,22347.1,22636.7,22213.5,22428.3,160.57K,0.36%
3/4/2023,22354.7,22403.7,22167.4,22347.1,123.93K,-0.03%
3/3/2023,23465.6,23473.4,22051.9,22354.4,344.63K,-4.73%
3/2/2023,23642.2,23780.5,23208.7,23465.4,249.26K,-0.75%
3/1/2023,23130.6,23914.1,23025.3,23642.2,328.77K,2.21%
2/28/2023,23494,23595,23033.8,23130.5,275.10K,-1.55%
2/27/2023,23558.7,23876.2,23166.8,23494.1,297.65K,-0.27%
